account_no,gender,age,income,loan_amount,term,installment_amount,interest_rate,credit_score_at_application,outstanding_balance,status
acc_03865264,F,28,19476,75000,60,1415,0.05,990,0,PAID_UP
acc_03865705,F,35,5719,18000,48,548,0.2,570,3822,LIVE
acc_03865925,M,18,11214,42000,48,1169,0.15,760,0,PAID_UP
acc_03866154,M,47,28051,44000,60,913,0.09,950,0,PAID_UP
acc_03866574,M,39,23967,74000,60,1536,0.09,940,51981,LIVE
acc_03866665,F,31,6539,16000,48,478,0.19,620,0,PAID_UP
acc_03866815,F,46,11004,31000,60,737,0.15,740,0,PAID_UP
acc_03867448,F,29,16389,63000,72,1167,0.1,930,0,PAID_UP
acc_03868965,F,51,15591,9000,36,299,0.12,850,0,PAID_UP
acc_03869711,M,20,10560,17000,36,589,0.15,730,0,PAID_UP
acc_03869856,M,28,7767,10000,24,504,0.19,610,2415,LIVE
acc_03870387,M,48,8341,11000,36,409,0.2,570,0,PAID_UP
acc_03870682,F,40,11463,41000,48,1120,0.14,770,0,PAID_UP
acc_03872179,F,29,6947,13000,48,382,0.18,640,0,PAID_UP
acc_03873386,M,33,7593,8000,60,212,0.2,580,3004,LIVE
acc_03873644,M,35,9508,28000,36,1012,0.18,650,0,PAID_UP
acc_03875562,M,41,13142,30000,60,714,0.15,750,7933,LIVE
acc_03876143,M,21,9451,41000,60,1019,0.17,690,0,PAID_UP
acc_03878218,F,29,6100,25000,36,916,0.19,610,0,PAID_UP
acc_03879510,F,26,11260,15000,60,349,0.14,810,0,PAID_UP
acc_03881739,M,27,7490,8000,48,239,0.19,600,0,PAID_UP
acc_03881893,M,29,15248,55000,48,1476,0.13,830,0,PAID_UP
acc_03882038,M,25,6542,23000,12,2142,0.21,560,7478,LIVE
acc_03882612,F,47,6801,17000,60,450,0.2,580,0,PAID_UP
acc_03883283,F,52,20544,37000,24,1707,0.1,930,0,PAID_UP
acc_03884221,M,35,7186,11000,48,341,0.21,560,0,PAID_UP
acc_03884458,M,23,9124,38000,48,1096,0.17,670,0,PAID_UP
acc_03884690,M,24,12714,11000,60,256,0.14,790,0,PAID_UP
acc_03884897,M,43,10832,18000,36,642,0.17,670,0,PAID_UP
acc_03885031,F,33,6689,18000,60,467,0.19,620,5404,LIVE
acc_03885483,M,43,32201,89000,60,1680,0.05,990,0,PAID_UP
acc_03886075,M,21,8368,15000,60,381,0.18,650,12573,LIVE
acc_03886482,M,49,22241,55000,36,1801,0.11,890,0,PAID_UP
acc_03887926,M,23,9020,41000,48,1183,0.17,670,0,PAID_UP
acc_03888619,M,28,10690,14000,60,340,0.16,710,0,PAID_UP
acc_03889202,F,28,17003,55000,60,1142,0.09,940,0,PAID_UP
acc_03889971,M,32,9890,13000,60,323,0.17,670,0,PAID_UP
acc_03891098,M,18,8707,26000,36,927,0.17,670,0,PAID_UP
acc_03891701,F,32,6411,6000,24,302,0.19,610,0,PAID_UP
acc_03892258,F,25,18628,25000,48,587,0.06,980,0,PAID_UP
acc_03892802,F,41,9461,32000,48,907,0.16,700,10113,LIVE
acc_03892962,M,22,9143,21000,60,522,0.17,680,0,PAID_UP
acc_03895081,M,18,5265,12000,24,623,0.22,530,6458,LIVE
acc_03897738,F,29,9413,29000,24,1406,0.15,740,0,PAID_UP
acc_03898758,M,34,6562,7000,60,193,0.22,540,0,PAID_UP
acc_03898917,M,34,13770,38000,24,1824,0.14,780,34200,LIVE
acc_03899125,M,46,7185,9000,36,348,0.23,530,0,PAID_UP
acc_03899391,F,23,6091,9000,36,325,0.18,620,0,PAID_UP
acc_03900230,M,45,12467,33000,48,935,0.16,720,0,PAID_UP
acc_03901211,M,21,8816,36000,24,1780,0.17,670,0,PAID_UP
acc_03903361,M,27,6103,10000,48,315,0.22,540,600,DEFAULT
acc_03904612,M,35,8035,12000,12,1106,0.19,600,0,PAID_UP
acc_03904825,M,38,9203,26000,60,660,0.18,630,0,PAID_UP
acc_03908310,F,33,6970,18000,48,529,0.18,630,0,PAID_UP
acc_03909884,F,18,3598,4000,36,153,0.22,540,0,PAID_UP
acc_03910208,F,18,10174,46000,60,1070,0.14,800,0,PAID_UP
acc_03912389,M,18,4494,16000,60,489,0.27,500,3172,DEFAULT
acc_03912650,M,30,23373,66000,60,1338,0.08,960,0,PAID_UP
acc_03912883,M,32,8141,9000,60,233,0.19,610,0,PAID_UP
acc_03915996,F,43,14910,28000,48,737,0.12,860,0,PAID_UP
acc_03916079,F,22,14851,64000,24,2953,0.1,920,32090,LIVE
acc_03916383,F,30,14879,37000,60,804,0.11,890,0,PAID_UP
acc_03918017,M,28,6443,26000,36,980,0.21,550,7638,DEFAULT
acc_03918598,F,49,24040,39000,48,916,0.06,980,0,PAID_UP
acc_03918942,F,32,5112,17000,60,460,0.21,560,0,PAID_UP
acc_03921398,M,20,13092,53000,60,1233,0.14,810,0,PAID_UP
acc_03921990,F,40,4396,11000,60,329,0.26,510,0,PAID_UP
acc_03923106,M,27,12750,15000,60,349,0.14,780,0,PAID_UP
acc_03923516,M,18,17074,27000,48,698,0.11,900,7320,LIVE
acc_03924548,F,52,15466,36000,36,1213,0.13,840,0,PAID_UP
acc_03925141,F,39,14027,50000,36,1661,0.12,850,0,PAID_UP
acc_03925219,F,30,9931,37000,72,782,0.15,750,0,PAID_UP
acc_03926220,F,33,6797,17000,24,849,0.18,620,5502,LIVE
acc_03926443,M,38,11151,18000,48,510,0.16,700,0,PAID_UP
acc_03927521,M,53,24714,59000,48,1525,0.11,900,0,PAID_UP
acc_03928812,M,32,12739,26000,24,1261,0.15,760,0,PAID_UP
acc_03930529,M,38,24047,67000,60,1391,0.09,940,14540,LIVE
acc_03932661,M,27,12101,9000,48,250,0.15,760,2698,LIVE
acc_03934749,M,43,17371,49000,72,984,0.13,840,0,PAID_UP
acc_03935277,M,33,23977,19000,60,385,0.08,960,0,PAID_UP
acc_03936897,M,42,12557,42000,60,1021,0.16,730,0,PAID_UP
acc_03937121,M,18,7165,22000,36,806,0.19,610,0,PAID_UP
acc_03938692,M,46,30526,68000,60,1346,0.07,970,0,PAID_UP
acc_03938749,F,36,21682,41000,36,1210,0.04,990,0,PAID_UP
acc_03939317,M,36,10069,19000,60,472,0.17,670,3224,LIVE
acc_03939969,F,43,8209,27000,48,793,0.18,650,0,PAID_UP
acc_03940446,F,37,4737,8000,36,310,0.23,530,0,PAID_UP
acc_03943864,F,47,25106,25000,48,542,0.02,1000,0,PAID_UP
acc_03948015,M,30,10467,12000,36,422,0.16,700,0,PAID_UP
acc_03948427,M,26,5214,18000,36,725,0.26,510,4273,DEFAULT
acc_03948502,M,38,21213,23000,48,583,0.1,910,5301,LIVE
acc_03949571,F,38,8383,26000,36,927,0.17,670,0,PAID_UP
acc_03950440,F,43,7455,5000,48,150,0.19,620,1737,LIVE
acc_03950920,F,44,17657,49000,60,1041,0.1,910,8413,LIVE
acc_03951767,M,35,29051,90000,48,2032,0.04,990,0,PAID_UP
acc_03952426,F,40,5188,6000,48,189,0.22,540,2074,LIVE
acc_03952563,M,39,18799,38000,60,845,0.12,870,10428,LIVE
acc_03955254,F,33,7243,6000,60,152,0.18,640,0,PAID_UP
acc_03958648,F,31,12531,48000,72,964,0.13,830,0,PAID_UP
acc_03959147,F,22,6260,17000,60,432,0.18,630,0,PAID_UP
acc_03959287,F,24,7491,32000,60,795,0.17,680,0,PAID_UP
acc_03959818,M,24,16000,67000,72,1310,0.12,870,0,PAID_UP
acc_03960190,F,45,5051,15000,48,489,0.24,520,0,PAID_UP
acc_03961954,F,26,10667,8000,36,273,0.14,790,0,PAID_UP
acc_03962272,M,39,20263,61000,60,1326,0.11,890,0,PAID_UP
acc_03963938,M,38,19544,14000,48,362,0.11,890,0,PAID_UP
acc_03964369,F,43,23660,51000,36,1483,0.03,1000,0,PAID_UP
acc_03965084,M,47,18463,53000,48,1422,0.13,840,0,PAID_UP
acc_03969469,M,36,7608,7000,60,185,0.2,580,0,PAID_UP
acc_03969551,M,33,27003,59000,72,978,0.06,980,0,PAID_UP
acc_03969615,M,49,6865,19000,72,524,0.26,510,6244,DEFAULT
acc_03969751,F,23,18634,83000,48,1911,0.05,990,0,PAID_UP
acc_03969824,M,32,11158,20000,36,703,0.16,720,0,PAID_UP
acc_03969888,M,33,10803,40000,12,3629,0.16,700,0,PAID_UP
acc_03972099,M,23,25120,90000,72,1328,0.02,1000,0,PAID_UP
acc_03972983,M,51,14950,28000,12,2527,0.15,760,0,PAID_UP
acc_03973133,M,36,15751,19000,60,432,0.13,820,0,PAID_UP
acc_03973576,M,38,12040,13000,48,368,0.16,720,0,PAID_UP
acc_03974610,M,47,14600,37000,48,1030,0.15,770,4680,LIVE
acc_03976121,M,28,20837,18000,48,448,0.09,940,0,PAID_UP
acc_03976206,M,19,15855,70000,36,2325,0.12,880,0,PAID_UP
acc_03976595,M,48,19973,48000,36,1594,0.12,860,0,PAID_UP
acc_03978730,F,26,5983,25000,48,748,0.19,610,0,PAID_UP
acc_03980627,M,44,17812,46000,48,1234,0.13,840,0,PAID_UP
acc_03981058,F,42,10989,36000,60,856,0.15,750,14923,LIVE
acc_03981124,F,41,12563,38000,36,1299,0.14,800,10387,LIVE
acc_03982082,M,31,10164,34000,48,981,0.17,690,0,PAID_UP
acc_03982269,M,28,21367,46000,48,1145,0.09,940,0,PAID_UP
acc_03982587,M,41,6888,20000,48,641,0.23,530,0,PAID_UP
acc_03982675,M,39,9067,30000,60,762,0.18,620,17599,LIVE
acc_03983403,M,48,7071,18000,60,518,0.24,520,4181,DEFAULT
acc_03983817,F,39,16287,32000,48,827,0.11,900,0,PAID_UP
acc_03983916,F,43,21232,66000,36,2038,0.07,970,46159,LIVE
acc_03984011,M,39,21282,72000,72,1334,0.1,910,0,PAID_UP
acc_03985508,M,40,14176,31000,24,1488,0.14,780,0,PAID_UP
acc_03985538,M,45,7027,5000,60,141,0.23,530,4500,LIVE
acc_03986698,F,18,10761,35000,24,1664,0.13,820,2292,LIVE
acc_03986717,M,44,7989,18000,48,557,0.21,570,0,PAID_UP
acc_03987728,F,49,20453,17000,60,353,0.09,940,7559,LIVE
acc_03987967,F,18,7890,11000,60,267,0.16,710,0,PAID_UP
acc_03988132,M,39,12947,45000,48,1252,0.15,750,0,PAID_UP
acc_03988183,F,21,9919,29000,24,1392,0.14,780,12647,LIVE
acc_03988199,M,34,8216,6000,24,302,0.19,610,0,PAID_UP
acc_03989761,M,29,21398,28000,36,890,0.09,940,0,PAID_UP
acc_03990781,F,34,8360,24000,24,1187,0.17,680,0,PAID_UP
acc_03991213,M,23,7731,24000,48,718,0.19,620,0,PAID_UP
acc_03992915,M,40,22220,49000,72,908,0.1,920,0,PAID_UP
acc_03993546,M,34,11457,13000,36,457,0.16,720,0,PAID_UP
acc_03993637,M,33,6459,14000,60,387,0.22,540,0,PAID_UP
acc_03995007,F,26,7100,31000,36,1105,0.17,660,0,PAID_UP
acc_03995313,M,32,7068,20000,48,619,0.21,570,0,PAID_UP
acc_03995708,M,32,6883,7000,60,189,0.21,560,2011,LIVE
acc_03996118,M,36,13096,10000,60,238,0.15,760,1273,LIVE
acc_03996190,F,26,12796,31000,60,690,0.12,850,0,PAID_UP
acc_03999723,F,56,13963,36000,48,984,0.14,790,8446,LIVE
acc_04000690,F,31,18222,22000,60,446,0.08,960,0,PAID_UP
acc_04001393,M,31,9329,24000,36,856,0.17,660,0,PAID_UP
acc_04002559,M,25,14529,26000,48,698,0.13,830,12542,LIVE
acc_04003326,F,24,4387,7000,48,217,0.21,550,0,PAID_UP
acc_04004061,M,40,23811,78000,60,1619,0.09,930,0,PAID_UP
acc_04004735,M,41,13862,18000,48,501,0.15,770,0,PAID_UP
acc_04004985,F,56,17618,32000,36,1063,0.12,870,12442,LIVE
acc_04006467,F,30,7956,14000,48,404,0.17,680,6621,LIVE
acc_04007048,M,23,11944,44000,60,1047,0.15,770,0,PAID_UP
acc_04008116,M,40,8088,11000,60,291,0.2,580,0,PAID_UP
acc_04008193,F,36,4591,13000,36,503,0.23,530,0,PAID_UP
acc_04009345,M,49,7450,8000,36,310,0.23,530,1741,LIVE
acc_04011514,M,41,23394,43000,48,1091,0.1,930,0,PAID_UP
acc_04013789,M,48,24836,35000,60,744,0.1,920,0,PAID_UP
acc_04013955,M,23,8273,27000,24,1348,0.18,640,12855,LIVE
acc_04015296,F,35,14951,19000,72,362,0.11,880,0,PAID_UP
acc_04015621,M,42,15966,47000,72,943,0.13,810,0,PAID_UP
acc_04015935,M,56,18875,21000,36,708,0.13,820,0,PAID_UP
acc_04017104,M,41,13810,40000,60,952,0.15,760,16148,LIVE
acc_04018873,F,32,5496,21000,60,556,0.2,570,0,PAID_UP
acc_04019014,F,38,9352,30000,60,730,0.16,710,0,PAID_UP
acc_04019413,M,27,15103,46000,60,1047,0.13,840,0,PAID_UP
acc_04019853,F,25,18741,60000,72,994,0.06,980,20780,LIVE
acc_04019888,F,43,6149,8000,60,216,0.21,570,0,PAID_UP
acc_04021579,M,36,27282,70000,36,2161,0.07,980,0,PAID_UP
acc_04021993,F,29,9152,35000,36,1230,0.16,730,0,PAID_UP
acc_04022066,F,22,3461,14000,24,733,0.23,530,840,DEFAULT
acc_04022674,M,19,9249,26000,12,2371,0.17,690,0,PAID_UP
acc_04027810,F,31,7485,25000,36,891,0.17,660,0,PAID_UP
acc_04028088,M,56,24068,23000,36,753,0.11,890,0,PAID_UP
acc_04029179,F,30,6709,20000,36,723,0.18,630,0,PAID_UP
acc_04030494,M,39,31071,61000,48,1377,0.04,990,30077,LIVE
acc_04033215,M,32,7478,12000,36,446,0.2,580,0,PAID_UP
acc_04034792,F,42,14785,29000,48,764,0.12,860,0,PAID_UP
acc_04035447,F,41,17928,48000,48,1217,0.1,920,0,PAID_UP
acc_04035566,M,27,6652,29000,48,898,0.21,560,2810,DEFAULT
acc_04038287,M,33,8081,14000,60,363,0.19,600,0,PAID_UP
acc_04038534,F,26,19769,76000,48,1649,0.02,1000,0,PAID_UP
acc_04042671,M,47,18933,42000,24,1977,0.12,850,17836,LIVE
acc_04042874,M,38,6570,10000,60,282,0.23,530,2103,DEFAULT
acc_04043508,F,45,6154,19000,36,716,0.21,560,5159,LIVE
acc_04043969,F,27,5797,8000,24,403,0.19,600,0,PAID_UP
acc_04044311,F,43,11618,39000,36,1352,0.15,770,14384,LIVE
acc_04044330,M,23,11135,46000,60,1094,0.15,740,23188,LIVE
acc_04045421,M,34,14249,38000,36,1299,0.14,800,0,PAID_UP
acc_04045431,M,45,9372,11000,12,1014,0.19,620,0,PAID_UP
acc_04045786,M,48,17298,46000,24,2187,0.13,820,0,PAID_UP
acc_04046020,F,28,3909,9000,36,348,0.23,520,540,DEFAULT
acc_04046121,M,23,10756,47000,24,2301,0.16,730,0,PAID_UP
acc_04046541,M,47,15945,43000,36,1470,0.14,800,0,PAID_UP
acc_04046921,F,21,7351,7000,60,174,0.17,680,0,PAID_UP
acc_04047278,M,33,19576,42000,48,1086,0.11,900,15972,LIVE
acc_04048665,F,20,4983,17000,48,517,0.2,590,0,PAID_UP
acc_04050668,M,53,33369,67000,12,5828,0.08,960,0,PAID_UP
acc_04051058,F,20,16759,70000,24,3166,0.08,960,63000,LIVE
acc_04053359,M,23,6650,13000,48,396,0.2,580,923,DEFAULT
acc_04053453,M,32,6566,15000,60,414,0.22,540,2563,LIVE
acc_04054454,F,39,21535,63000,72,1044,0.06,980,0,PAID_UP
acc_04055407,F,31,9261,9000,60,219,0.16,720,0,PAID_UP
acc_04055426,M,29,25777,29000,48,668,0.05,990,0,PAID_UP
acc_04056845,M,27,15348,22000,12,1965,0.13,840,0,PAID_UP
acc_04059507,F,57,9152,11000,12,1008,0.18,640,0,PAID_UP
acc_04059602,M,18,13337,11000,36,371,0.13,820,2599,LIVE
acc_04061568,F,18,8601,18000,48,501,0.15,740,2221,LIVE
acc_04061972,M,38,10163,23000,24,1137,0.17,660,0,PAID_UP
acc_04062177,M,35,11200,37000,60,900,0.16,710,0,PAID_UP
acc_04064022,M,38,15974,29000,60,660,0.13,820,0,PAID_UP
acc_04065338,F,18,11818,58000,60,1290,0.12,850,0,PAID_UP
acc_04066305,F,28,12115,45000,36,1516,0.13,830,0,PAID_UP
acc_04066681,M,36,14574,13000,48,355,0.14,800,0,PAID_UP
acc_04066832,M,35,26592,73000,48,1748,0.07,980,0,PAID_UP
acc_04067802,M,25,13735,36000,36,1213,0.13,810,0,PAID_UP
acc_04068499,F,28,6868,7000,60,178,0.18,640,0,PAID_UP
acc_04068676,M,20,24094,53000,36,1518,0.02,1000,0,PAID_UP
acc_04069177,F,24,5035,6000,36,223,0.2,580,0,PAID_UP
acc_04070101,M,36,9336,30000,48,881,0.18,640,0,PAID_UP
acc_04071214,M,40,11328,40000,60,973,0.16,700,0,PAID_UP
acc_04072577,M,36,29572,83000,24,3604,0.04,990,0,PAID_UP
acc_04073273,F,18,7764,21000,48,595,0.16,710,0,PAID_UP
acc_04073420,M,30,17955,65000,48,1680,0.11,880,0,PAID_UP
acc_04073677,F,27,5404,23000,72,551,0.2,580,3752,DEFAULT
acc_04074168,M,22,5153,15000,48,489,0.24,520,3691,DEFAULT
acc_04074230,M,48,36584,37000,24,1607,0.04,990,0,PAID_UP
acc_04074948,F,31,7244,21000,24,1048,0.18,650,0,PAID_UP
acc_04074960,F,45,8848,21000,36,749,0.17,670,10773,LIVE
acc_04075117,M,46,23479,70000,36,2259,0.1,910,0,PAID_UP
acc_04075417,M,38,13057,15000,36,520,0.15,750,8127,LIVE
acc_04077064,M,29,7698,25000,72,584,0.19,600,10876,LIVE
acc_04078808,F,52,20574,12000,36,387,0.1,930,0,PAID_UP
acc_04078858,M,36,13463,37000,60,861,0.14,770,0,PAID_UP
acc_04079126,M,27,8218,14000,24,699,0.18,630,0,PAID_UP
acc_04079518,M,26,12892,16000,48,437,0.14,780,0,PAID_UP
acc_04079957,F,32,8747,21000,48,595,0.16,700,0,PAID_UP
acc_04080258,M,28,5316,7000,36,282,0.26,510,496,DEFAULT
acc_04081120,M,24,10252,21000,48,595,0.16,710,0,PAID_UP
acc_04081449,M,32,10068,23000,60,572,0.17,680,0,PAID_UP
acc_04081673,M,36,24718,22000,48,537,0.08,960,0,PAID_UP
acc_04082179,M,18,9087,16000,60,398,0.17,690,0,PAID_UP
acc_04082314,F,26,7403,21000,36,749,0.17,670,0,PAID_UP
acc_04084973,M,18,5514,12000,12,1123,0.22,540,3740,DEFAULT
acc_04086036,F,38,5360,5000,36,188,0.21,550,0,PAID_UP
acc_04086164,M,30,10627,13000,48,368,0.16,700,0,PAID_UP
acc_04087251,F,45,12588,25000,60,582,0.14,790,0,PAID_UP
acc_04088571,M,19,20240,44000,48,1074,0.08,950,15966,LIVE
acc_04092456,M,43,26936,16000,48,391,0.08,950,0,PAID_UP
acc_04093130,M,35,7594,24000,48,730,0.2,580,0,PAID_UP
acc_04093932,M,31,7601,29000,60,768,0.2,590,0,PAID_UP
acc_04093986,F,40,17004,52000,60,1105,0.1,910,0,PAID_UP
acc_04094549,M,19,13867,24000,60,546,0.13,830,0,PAID_UP
acc_04095171,F,30,20430,50000,60,898,0.03,990,9766,LIVE
acc_04096180,M,41,14807,21000,24,1008,0.14,790,0,PAID_UP
acc_04096845,M,36,7929,23000,12,2131,0.2,590,0,PAID_UP
acc_04097369,M,35,15938,34000,60,774,0.13,830,0,PAID_UP
acc_04097538,F,45,11731,33000,60,785,0.15,770,0,PAID_UP
acc_04098646,F,32,17611,40000,60,830,0.09,940,10195,LIVE
acc_04098807,F,35,15747,34000,72,647,0.11,900,0,PAID_UP
acc_04100017,M,36,29592,47000,48,1061,0.04,990,0,PAID_UP
acc_04102640,M,38,9448,32000,60,813,0.18,640,0,PAID_UP
acc_04103577,M,37,16302,17000,24,808,0.13,830,13818,LIVE
acc_04104183,M,29,26482,82000,36,2421,0.04,990,27789,LIVE
acc_04104466,F,30,14967,20000,60,435,0.11,900,0,PAID_UP
acc_04105606,M,18,5619,14000,60,387,0.22,550,2894,DEFAULT
acc_04105840,M,41,21433,30000,48,775,0.11,900,0,PAID_UP
acc_04106492,M,47,23575,69000,36,2226,0.1,910,0,PAID_UP
acc_04107863,M,23,10354,11000,48,312,0.16,720,0,PAID_UP
acc_04108387,F,21,11656,11000,60,250,0.13,830,1195,LIVE
acc_04109239,M,43,29123,59000,36,1822,0.07,970,0,PAID_UP
acc_04109266,M,20,6730,22000,48,669,0.2,590,0,PAID_UP
acc_04112659,F,26,4058,11000,48,347,0.22,540,2481,DEFAULT
acc_04112694,M,39,13553,38000,72,804,0.15,760,0,PAID_UP
acc_04112715,M,34,6462,18000,60,497,0.22,530,12993,LIVE
acc_04113401,M,43,7038,17000,36,658,0.23,530,0,PAID_UP
acc_04116170,M,26,25373,63000,36,1860,0.04,990,0,PAID_UP
acc_04117701,M,27,7394,27000,48,807,0.19,590,0,PAID_UP
acc_04117906,M,43,14591,37000,72,762,0.14,780,0,PAID_UP
acc_04118993,M,19,6542,21000,48,639,0.2,580,6434,DEFAULT
acc_04119851,F,27,19466,33000,60,623,0.05,990,0,PAID_UP
acc_04120440,M,30,18300,74000,72,1409,0.11,890,0,PAID_UP
acc_04120535,F,32,4191,8000,48,256,0.23,520,0,PAID_UP
acc_04122357,M,24,5696,16000,48,513,0.23,530,3619,DEFAULT
acc_04123464,F,33,9490,14000,48,397,0.16,730,0,PAID_UP
acc_04125913,M,32,15743,54000,24,2567,0.13,840,0,PAID_UP
acc_04126574,M,53,10306,11000,24,549,0.18,620,7483,LIVE
acc_04126576,F,23,6889,24000,60,596,0.17,660,0,PAID_UP
acc_04128097,M,40,24514,85000,48,2115,0.09,940,0,PAID_UP
acc_04128955,M,18,11701,38000,24,1824,0.14,770,0,PAID_UP
acc_04129869,M,35,12063,46000,60,1094,0.15,730,0,PAID_UP
acc_04130232,M,33,9421,37000,48,1087,0.18,650,4283,LIVE
acc_04131164,M,33,18846,66000,36,2161,0.11,890,0,PAID_UP
acc_04131276,M,37,18472,50000,48,1317,0.12,870,0,PAID_UP
acc_04131341,F,31,13300,12000,24,565,0.12,850,0,PAID_UP
acc_04133211,M,54,14123,10000,36,347,0.15,730,3385,LIVE
acc_04134138,F,24,5212,11000,60,291,0.2,590,0,PAID_UP
acc_04134266,F,35,13712,41000,60,912,0.12,850,0,PAID_UP
acc_04135030,M,32,9474,30000,60,746,0.17,660,0,PAID_UP
acc_04135850,M,51,14617,11000,60,262,0.15,750,0,PAID_UP
acc_04136771,M,33,10936,8000,24,392,0.16,710,0,PAID_UP
acc_04137334,M,33,6460,18000,60,497,0.22,540,0,PAID_UP
acc_04138172,F,18,13310,30000,48,775,0.11,890,0,PAID_UP
acc_04138241,F,30,3857,11000,12,1040,0.24,520,0,PAID_UP
acc_04139814,F,22,4838,20000,36,743,0.2,580,0,PAID_UP
acc_04139855,F,24,8425,26000,36,914,0.16,710,0,PAID_UP
acc_04140033,M,31,12252,39000,60,928,0.15,750,0,PAID_UP
acc_04140476,M,24,5702,11000,60,304,0.22,530,2873,DEFAULT
acc_04142147,M,48,11598,32000,48,923,0.17,680,3245,LIVE
acc_04143757,M,28,12451,41000,48,1141,0.15,770,0,PAID_UP
acc_04144162,M,30,6606,22000,48,681,0.21,550,0,PAID_UP
acc_04144383,F,24,5833,13000,60,337,0.19,610,0,PAID_UP
acc_04144787,M,34,11307,22000,60,535,0.16,710,0,PAID_UP
acc_04145077,F,38,4563,9000,60,259,0.24,520,0,PAID_UP
acc_04145617,M,30,18821,30000,48,775,0.11,900,0,PAID_UP
acc_04147408,M,18,5538,20000,24,1038,0.22,540,2746,DEFAULT
acc_04148039,M,27,14713,13000,36,438,0.13,830,0,PAID_UP
acc_04148711,M,42,11371,21000,24,1028,0.16,690,0,PAID_UP
acc_04148984,M,21,8730,20000,60,497,0.17,660,0,PAID_UP
acc_04149252,F,32,14132,17000,24,800,0.12,870,0,PAID_UP
acc_04149526,M,37,6252,13000,60,374,0.24,520,3212,DEFAULT
acc_04150254,M,44,15454,18000,36,615,0.14,790,16200,LIVE
acc_04150483,F,46,9615,6000,48,170,0.16,690,0,PAID_UP
acc_04151100,M,18,12753,23000,48,629,0.14,800,0,PAID_UP
acc_04151184,F,45,10162,16000,48,453,0.16,720,0,PAID_UP
acc_04151493,M,37,5969,4000,48,135,0.26,510,983,DEFAULT
acc_04154424,M,38,18136,48000,24,2260,0.12,860,0,PAID_UP
acc_04156016,F,23,18714,32000,24,1404,0.05,990,0,PAID_UP
acc_04158269,F,42,7548,23000,48,676,0.18,630,0,PAID_UP
acc_04159094,M,26,5645,9000,36,348,0.23,530,2113,DEFAULT
acc_04159626,F,42,4530,10000,48,337,0.26,510,0,PAID_UP
acc_04161448,F,38,14944,27000,60,601,0.12,870,0,PAID_UP
acc_04162235,M,34,6949,27000,60,730,0.21,550,0,PAID_UP
acc_04162313,M,41,6123,20000,36,871,0.32,500,4715,DEFAULT
acc_04163223,F,27,7118,31000,60,787,0.18,650,0,PAID_UP
acc_04163895,M,22,9637,14000,36,492,0.16,690,0,PAID_UP
acc_04163958,M,18,7229,21000,60,545,0.19,610,0,PAID_UP
acc_04164169,M,28,7877,28000,48,837,0.19,610,0,PAID_UP
acc_04164303,F,37,8526,13000,60,323,0.17,680,0,PAID_UP
acc_04164351,M,23,18004,15000,60,326,0.11,910,3253,LIVE
acc_04164999,M,30,19293,69000,72,1313,0.11,910,44978,LIVE
acc_04165369,F,44,7158,8000,48,239,0.19,600,0,PAID_UP
acc_04166294,F,41,4430,11000,48,377,0.27,500,0,PAID_UP
acc_04169622,F,49,6337,6000,48,186,0.21,560,0,PAID_UP
acc_04169748,M,37,8597,19000,48,568,0.19,610,0,PAID_UP
acc_04170595,F,26,10042,30000,48,835,0.15,770,0,PAID_UP
acc_04172574,M,29,12062,48000,36,1664,0.15,750,0,PAID_UP
acc_04174186,M,34,6898,10000,60,271,0.21,550,0,PAID_UP
acc_04174964,M,40,16918,38000,36,1280,0.13,840,0,PAID_UP
acc_04176010,F,20,6954,13000,36,463,0.17,670,0,PAID_UP
acc_04176481,F,20,12870,32000,24,1506,0.12,870,6699,LIVE
acc_04179974,M,36,6838,6000,36,229,0.22,540,0,PAID_UP
acc_04181084,M,36,8009,6000,48,183,0.2,590,0,PAID_UP
acc_04181187,F,50,8042,19000,48,558,0.18,620,9818,LIVE
acc_04181881,M,38,17182,57000,48,1501,0.12,850,0,PAID_UP
acc_04182745,M,26,16685,58000,60,1290,0.12,870,0,PAID_UP
acc_04185349,F,36,11192,20000,24,960,0.14,780,0,PAID_UP
acc_04185493,M,36,10780,19000,60,462,0.16,690,0,PAID_UP
acc_04186987,M,39,21158,27000,60,587,0.11,910,0,PAID_UP
acc_04187214,M,36,28478,102000,48,2349,0.05,990,0,PAID_UP
acc_04187891,F,47,11424,25000,60,595,0.15,750,0,PAID_UP
acc_04188061,F,40,21712,39000,24,1729,0.06,980,0,PAID_UP
acc_04188080,F,37,6046,22000,36,818,0.2,580,0,PAID_UP
acc_04188356,F,34,11879,14000,24,672,0.14,800,0,PAID_UP
acc_04189997,M,47,26979,35000,12,3061,0.09,940,0,PAID_UP
acc_04190351,F,34,11655,19000,60,442,0.14,800,0,PAID_UP
acc_04190823,M,35,9754,38000,48,1096,0.17,660,0,PAID_UP
acc_04192261,M,19,9066,32000,24,1582,0.17,680,0,PAID_UP
acc_04195297,M,25,8989,33000,48,952,0.17,660,0,PAID_UP
acc_04195940,F,44,9006,21000,24,1038,0.17,680,0,PAID_UP
acc_04197699,F,36,7695,11000,60,279,0.18,650,0,PAID_UP
acc_04198271,M,49,8548,7000,36,260,0.2,570,0,PAID_UP
acc_04198794,F,34,11016,25000,48,683,0.14,780,8614,LIVE
acc_04198959,M,26,5987,15000,60,414,0.22,540,3068,DEFAULT
